,plot,mgmttype,year,cash_crop_planted,tom_C_kgha,corn_C_kgha,wcc_c_kgha,wcc_n_kgha,wheat_c_content_kg_ha,sudangrass_c_kg_ha,compost_applied_tons,Total C_compost,Total K_compost,Total N_compost,Total P_compost,Total S_compost,compost_c_kg_ha,compost_n_kg_ha,compost_phosphorus_kg_ha,compost_s_kg_ha,compost_k_kg_ha,fert_N_kg_ha,fert_P_kg_ha,fert_S_kg_ha,fert_K_kg_ha
316,6_3,LMT,2011,Wheat,0,0,2181.095,85.92,4195.240503,0,0,0,0,0,0,0,0,0,0,0,0,168.172334,0,0,0
317,6_4,OMT,2011,Wheat,0,0,2512.003,97.66,3959.494137,0,4,32,1.8821,1.965,1.34,4788.33,2869.376,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
318,6_5,OMT,2011,Tomato,2784.708,0,2522.105,103.68,0,0,4,32,2.19,3.01,0.776,4788.33,2869.376,269.90068,69.582368,42.93599744,196.37292,0,0,0,0
319,6_7,LMT,2011,Wheat,0,0,2181.095,85.92,4195.240503,0,0,0,0,0,0,0,0,0,0,0,0,168.172334,0,0,0
320,6_8,OMT,2011,Wheat,0,0,2512.003,97.66,3959.494137,0,4,32,1.8821,1.965,1.34,4788.33,2869.376,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
321,6_9,LMT,2011,Tomato,1312.2993,0,2213.955,93.68,0,0,0,0,0,0,0,0,0,0,0,0,0,162.52325,50.43825,20.511555,50.43825
322,7_8,CMT,2011,Tomato,1209.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.52325,50.43825,20.511555,50.43825
323,8_8,OMT,2011,Tomato,4041.3492,0,2501.9,91.645,0,0,4,32,2.19,3.01,0.776,4788.33,2869.376,269.90068,69.582368,42.93599744,196.37292,0,0,0,0
324,8_9,CMT,2011,Wheat,0,0,0,0,5085.911467,0,0,0,0,0,0,0,0,0,0,0,0,168.172334,0,0,0
325,1_1,LMT,2012,Tomato,2616.5048,0,1553.14,61.4,0,0,0,0,0,0,0,0,0,0,0,0,0,162.52325,50.43825,20.511555,50.43825
326,1_2,OMT,2012,Maize,0,5321,1284.438,65.37,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
327,1_3,CMT,2012,Tomato,3785.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.52325,50.43825,20.511555,50.43825
328,1_4,CMT,2012,Wheat,0,0,0,0,4457.107336,0,0,0,0,0,0,0,0,0,0,0,0,168.172334,0,0,0
329,2_3,OMT,2012,Tomato,1691.5896,0,1526.41,68.505,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
330,2_4,LMT,2012,Wheat,0,0,1691.845,74.08,4195.240515,0,0,0,0,0,0,0,0,0,0,0,0,168.172334,0,0,0
331,4_4,LMT,2012,Wheat,0,0,1691.845,74.08,4195.240515,0,0,0,0,0,0,0,0,0,0,0,0,168.172334,0,0,0
332,4_5,CMT,2012,Tomato,3004.8802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.52325,50.43825,20.511555,50.43825
333,5_5,CMT,2012,Wheat,0,0,0,0,4457.107336,0,0,0,0,0,0,0,0,0,0,0,0,168.172334,0,0,0
334,6_3,LMT,2012,Tomato,2942.0963,0,1777.775,81.5,0,0,0,0,0,0,0,0,0,0,0,0,0,162.52325,50.43825,20.511555,50.43825
335,6_4,OMT,2012,Tomato,2941.5564,0,1197.395,61.73,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
336,6_5,OMT,2012,Maize,0,5321,1284.438,65.37,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
337,6_7,LMT,2012,Tomato,2911.5606,0,1744.62,79.34,0,0,0,0,0,0,0,0,0,0,0,0,0,162.52325,50.43825,20.511555,50.43825
338,6_8,OMT,2012,Tomato,2547.0252,0,1129.51,65.865,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
339,6_9,LMT,2012,Wheat,0,0,1691.845,74.08,4195.240515,0,0,0,0,0,0,0,0,0,0,0,0,168.172334,0,0,0
340,7_8,CMT,2012,Wheat,0,0,0,0,4457.107336,0,0,0,0,0,0,0,0,0,0,0,0,168.172334,0,0,0
341,8_8,OMT,2012,Maize,0,5321,1284.438,65.37,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
342,8_9,CMT,2012,Tomato,3238.6872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.52325,50.43825,20.511555,50.43825
343,1_1,LMT,2013,Maize,0,6498.6987,924.48,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
344,1_2,OMT,2013,Tomato,4219.1478,0,705.23,58.145,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
345,1_3,CMT,2013,Maize,0,7246.6275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
346,1_4,CMT,2013,Tomato,3899.4221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.502,0,0,0
347,2_3,OMT,2013,Maize,0,5596.659,873.47,71.525,0,0,4,18.866,2.14,2.58,1.81,4788.33,1691.676488,231.34344,162.29908,42.93599744,191.88952,0,0,0,0
348,2_4,LMT,2013,Tomato,2705.1687,0,566.34,34.31,0,0,0,0,0,0,0,0,0,0,0,0,0,134.502,0,0,0
349,4_4,LMT,2013,Tomato,3186.3819,0,760.68,43.005,0,0,0,0,0,0,0,0,0,0,0,0,0,134.502,0,0,0
350,4_5,CMT,2013,Maize,0,7072.8792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
351,5_5,CMT,2013,Tomato,3809.3972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.502,0,0,0
352,6_3,LMT,2013,Maize,0,7568.937,949.275,78.675,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
353,6_4,OMT,2013,Maize,0,6159.7401,965.84,81.44,0,0,4,18.866,2.14,2.58,1.81,4788.33,1691.676488,231.34344,162.29908,42.93599744,191.88952,0,0,0,0
354,6_5,OMT,2013,Tomato,4145.3586,0,727.06,62.63,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
355,6_7,LMT,2013,Maize,0,12821.0877,888.74,70.245,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
356,6_8,OMT,2013,Maize,0,5840.4189,905.88,75.65,0,0,4,18.866,2.14,2.58,1.81,4788.33,1691.676488,231.34344,162.29908,42.93599744,191.88952,0,0,0,0
357,6_9,LMT,2013,Tomato,4176.95265,0,368.81,25.985,0,0,0,0,0,0,0,0,0,0,0,0,0,134.502,0,0,0
358,7_8,CMT,2013,Tomato,2963.6418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.502,0,0,0
359,8_8,OMT,2013,Tomato,3006.0756,0,643.13,57.96,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
360,8_9,CMT,2013,Maize,0,7969.3692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
361,1_1,LMT,2014,Tomato,2592.40735,0,1705.575,94.755,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
362,1_2,OMT,2014,Maize,0,6784.2948,491.38,58.505,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
363,1_3,CMT,2014,Tomato,2695.4081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
364,1_4,CMT,2014,Maize,0,6554.6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
365,2_3,OMT,2014,Tomato,2512.9116,0,1115.23,72.535,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
366,2_4,LMT,2014,Maize,0,6044.904,391.5,41.58,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
367,4_4,LMT,2014,Maize,0,5644.4718,264.86,30.25,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
368,4_5,CMT,2014,Tomato,3159.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
369,5_5,CMT,2014,Maize,0,6756.5463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
370,6_3,LMT,2014,Tomato,2882.31255,0,1607,84.54,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
371,6_4,OMT,2014,Tomato,2950.641,0,859.99,80.145,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
372,6_5,OMT,2014,Maize,0,6467.9619,506.47,64.1,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
373,6_7,LMT,2014,Tomato,1007.6781,0,1450.58,62.73,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
374,6_8,OMT,2014,Tomato,1592.586,0,957.715,69.86,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
375,6_9,LMT,2014,Maize,0,6050.4537,262.485,30.145,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
376,7_8,CMT,2014,Maize,0,6235.3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
377,8_8,OMT,2014,Maize,0,7109.5926,501.58,58.36,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
378,8_9,CMT,2014,Tomato,3206.8379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
379,1_1,LMT,2015,Maize,0,5901.8925,872.975,81.88,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
380,1_2,OMT,2015,Tomato,2229.9912,0,1059.12,95.745,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
381,1_3,CMT,2015,Maize,0,5285.8758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
382,1_4,CMT,2015,Tomato,2420.7309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
383,2_3,OMT,2015,Maize,0,6462.4122,956.48,80.785,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
384,2_4,LMT,2015,Tomato,2874.0348,0,844.935,67.215,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
385,4_4,LMT,2015,Tomato,3251.5002,0,999.43,97.13,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
386,4_5,CMT,2015,Maize,0,6263.4768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
387,5_5,CMT,2015,Tomato,3205.3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
388,6_3,LMT,2015,Maize,0,6249.3891,926.315,90.97,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
389,6_4,OMT,2015,Maize,0,7162.5282,946.39,91.445,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
390,6_5,OMT,2015,Tomato,2550.5478,0,926.61,81.56,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
391,6_7,LMT,2015,Maize,0,5543.7234,860.785,82.35,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
392,6_8,OMT,2015,Maize,0,7126.2417,1021.035,100.8,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
393,6_9,LMT,2015,Tomato,2968.40115,0,1063.03,100.92,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
394,7_8,CMT,2015,Tomato,3000.2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
395,8_8,OMT,2015,Tomato,2715.5538,0,1010.965,100.05,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
396,8_9,CMT,2015,Maize,0,5521.0977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
397,1_1,LMT,2016,Tomato,3033.15155,0,1192.43,99.37,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
398,1_2,OMT,2016,Maize,0,3549.2466,1584.115,120.8,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
399,1_3,CMT,2016,Tomato,3604.1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
400,1_4,CMT,2016,Maize,0,4795.7946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
401,2_3,OMT,2016,Tomato,2359.7712,0,1513.725,120.86,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
402,2_4,LMT,2016,Maize,0,5190.6771,962.965,93.19,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
403,4_4,LMT,2016,Maize,0,5327.712,1115.87,103.875,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
404,4_5,CMT,2016,Tomato,3991.6562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
405,5_5,CMT,2016,Maize,0,5098.0398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
406,6_3,LMT,2016,Tomato,4500.33675,0,1770.905,159.965,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
407,6_4,OMT,2016,Tomato,2824.569,0,1495.725,136.81,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
408,6_5,OMT,2016,Maize,0,4086.7137,1747.185,143.16,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
409,6_7,LMT,2016,Tomato,3357.8233,0,1599.92,134.015,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
410,6_8,OMT,2016,Tomato,2740.0266,0,1444.92,120.475,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
411,6_9,LMT,2016,Maize,0,5291.4255,1155.65,112.09,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
412,7_8,CMT,2016,Maize,0,4994.3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
413,8_8,OMT,2016,Maize,0,4568.6838,1787.68,141.355,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
414,8_9,CMT,2016,Tomato,4153.4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
415,1_1,LMT,2017,Maize,0,5980.4421,843.83,68.1575,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
416,1_2,OMT,2017,Tomato,18109.62357,0,731.785,59.13,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
417,1_3,CMT,2017,Maize,0,5882.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
418,1_4,CMT,2017,Tomato,18880.21052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
419,2_3,OMT,2017,Maize,0,6644.2716,906.455,69.67,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
420,2_4,LMT,2017,Tomato,20685.93355,0,798.575,61.365,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
421,4_4,LMT,2017,Tomato,22720.23145,0,773.83,60.955,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
422,4_5,CMT,2017,Maize,0,5983.4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
423,5_5,CMT,2017,Tomato,18773.0257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
424,6_3,LMT,2017,Maize,0,5322.1623,999.34,85.445,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
425,6_4,OMT,2017,Maize,0,7047.6921,819.05,71.095,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
426,6_5,OMT,2017,Tomato,18437.266,0,783.885,65.36,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
427,6_7,LMT,2017,Maize,0,5798.5827,903.38,83.67,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
428,6_8,OMT,2017,Maize,0,6624.6342,903.89,79.98,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
429,6_9,LMT,2017,Tomato,20834.62713,0,744.025,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
430,7_8,CMT,2017,Tomato,22191.87114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
431,8_8,OMT,2017,Tomato,22566.00337,0,909.825,79.115,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
432,8_9,CMT,2017,Maize,0,6145.6524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
433,1_1,LMT,2018,Tomato,0,0,379.9,39.64,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
434,1_2,OMT,2018,Maize,0,0,627.38,56.875,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
435,1_3,CMT,2018,Tomato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
436,1_4,CMT,2018,Maize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
437,2_3,OMT,2018,Tomato,0,0,742.17,58.98,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
438,2_4,LMT,2018,Maize,0,0,660.12,59.995,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
439,4_4,LMT,2018,Maize,0,0,717.84,67.03,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
440,4_5,CMT,2018,Tomato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
441,5_5,CMT,2018,Maize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
442,6_3,LMT,2018,Tomato,0,0,455.425,42.09,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
443,6_4,OMT,2018,Tomato,0,0,685.29,59.59,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
444,6_5,OMT,2018,Maize,0,0,768.335,64.945,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
445,6_7,LMT,2018,Tomato,0,0,528.925,52.645,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
446,6_8,OMT,2018,Tomato,0,0,662.645,58.815,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
447,6_9,LMT,2018,Maize,0,0,541.18,55.76,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9163559,50.550335,74.1218105,50.550335
448,7_8,CMT,2018,Maize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
449,8_8,OMT,2018,Maize,0,0,803.03,72.235,0,0,4,18.866,1.8821,1.965,1.34,4788.33,1691.676488,176.19762,120.15512,42.93599744,168.7641428,0,0,0,0
450,8_9,CMT,2018,Tomato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.3226169,50.29534163,84.7250515,50.29534163
